date,nav,units,fund_value,cash,total_value,total_cost,unrealized_pnl,unrealized_pnl_pct,buy_cash,sell_cash,buy_units,sell_units,note
2020-10-13,1.8105,1256.5684,2275.02,5250.18,7525.20,2200.00,5325.20,2.4205,0.00,0.00,0.0000,0.0000,
2020-10-14,1.7992,1256.5684,2260.82,5250.18,7511.00,2200.00,5311.00,2.4141,0.00,0.00,0.0000,0.0000,
2020-10-15,1.7885,1256.5684,2247.37,5250.18,7497.56,2200.00,5297.56,2.4080,0.00,0.00,0.0000,0.0000,
2020-10-16,1.7714,1256.5684,2225.89,5250.18,7476.07,2200.00,5276.07,2.3982,0.00,0.00,0.0000,0.0000,
2020-10-19,1.7551,1256.5684,2205.40,5250.18,7455.59,2200.00,5255.59,2.3889,0.00,0.00,0.0000,0.0000,
2020-10-20,1.7855,1256.5684,2243.60,5250.18,7493.79,2200.00,5293.79,2.4063,0.00,0.00,0.0000,0.0000,
2020-10-21,1.7774,1256.5684,2233.42,5250.18,7483.61,2200.00,5283.61,2.4016,0.00,0.00,0.0000,0.0000,
2020-10-22,1.7647,1256.5684,2217.47,5250.18,7467.65,2200.00,5267.65,2.3944,0.00,0.00,0.0000,0.0000,
2020-10-23,1.7284,1256.5684,2171.85,5250.18,7422.04,2200.00,5222.04,2.3737,0.00,0.00,0.0000,0.0000,
2020-10-26,1.7501,1256.5684,2199.12,5250.18,7449.30,2200.00,5249.30,2.3860,0.00,0.00,0.0000,0.0000,
2020-10-27,1.7693,1256.5684,2223.25,5250.18,7473.43,2200.00,5273.43,2.3970,0.00,0.00,0.0000,0.0000,
