date,nav,units,fund_value,cash,total_value,total_cost,unrealized_pnl,unrealized_pnl_pct,buy_cash,sell_cash,buy_units,sell_units,note
2021-02-08,2.2100,1486.6524,3285.50,104.76,3390.26,2895.24,495.01,0.1710,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.2100, MA250=2.0524, 偏离度=7.68%, 原始因子=0.85；估值未到低估区，不动用资金池"
2021-02-09,2.2518,1486.6524,3347.64,104.76,3452.40,2895.24,557.16,0.1924,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.2518, MA250=2.0561, 偏离度=9.52%, 原始因子=0.81；估值未到低估区，不动用资金池"
2021-02-10,2.2727,1486.6524,3378.71,104.76,3483.47,2895.24,588.23,0.2032,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.2727, MA250=2.0605, 偏离度=10.30%, 原始因子=0.79；估值未到低估区，不动用资金池"
2021-02-18,2.2515,1486.6524,3347.20,104.76,3451.95,2895.24,556.71,0.1923,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.2515, MA250=2.0652, 偏离度=9.02%, 原始因子=0.82；估值未到低估区，不动用资金池"
2021-02-19,2.2408,1486.6524,3331.29,104.76,3436.05,2895.24,540.80,0.1868,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.2408, MA250=2.0693, 偏离度=8.29%, 原始因子=0.83；估值未到低估区，不动用资金池"
2021-02-22,2.1815,1486.6524,3243.13,104.76,3347.89,2895.24,452.64,0.1563,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1815, MA250=2.0729, 偏离度=5.24%, 原始因子=0.90；估值未到低估区，不动用资金池"
2021-02-23,2.2093,1486.6524,3284.46,104.76,3389.22,2895.24,493.97,0.1706,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.2093, MA250=2.0752, 偏离度=6.46%, 原始因子=0.87；估值未到低估区，不动用资金池"
2021-02-24,2.1703,1486.6524,3226.48,104.76,3331.24,2895.24,435.99,0.1506,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1703, MA250=2.0779, 偏离度=4.45%, 原始因子=0.91；估值未到低估区，不动用资金池"
2021-02-25,2.1750,1486.6524,3233.47,104.76,3338.23,2895.24,442.98,0.1530,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1750, MA250=2.0798, 偏离度=4.58%, 原始因子=0.91；估值未到低估区，不动用资金池"
2021-02-26,2.1220,1486.6524,3154.68,104.76,3259.43,2895.24,364.19,0.1258,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1220, MA250=2.0816, 偏离度=1.94%, 原始因子=0.96；估值未到低估区，不动用资金池"
2021-03-01,2.1619,1700.0207,3675.27,142.92,3818.20,3357.08,461.12,0.1374,461.83,0.00,213.3683,0.0000,"[定投日] NAV=2.1619, MA250=2.0824, 偏离度=3.82%, 原始因子=0.92, 生效因子=0.92；计划买入 461.83 元，实际买入 461.83 元，资金池剩余 142.92 元"
2021-03-02,2.1472,1700.0207,3650.28,142.92,3793.21,3357.08,436.13,0.1299,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1472, MA250=2.0839, 偏离度=3.04%, 原始因子=0.94；估值未到低估区，不动用资金池"
2021-03-03,2.1696,1700.0207,3688.36,142.92,3831.29,3357.08,474.21,0.1413,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1696, MA250=2.0851, 偏离度=4.05%, 原始因子=0.92；估值未到低估区，不动用资金池"
2021-03-04,2.1107,1700.0207,3588.23,142.92,3731.16,3357.08,374.08,0.1114,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1107, MA250=2.0866, 偏离度=1.15%, 原始因子=0.98；估值未到低估区，不动用资金池"
2021-03-05,2.1112,1700.0207,3589.08,142.92,3732.01,3357.08,374.93,0.1117,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1112, MA250=2.0871, 偏离度=1.16%, 原始因子=0.98；估值未到低估区，不动用资金池"
2021-03-08,2.0592,1769.3440,3643.43,0.00,3643.43,3500.00,143.43,0.0410,142.92,0.00,69.3233,0.0000,"[非定投日低估抄底] NAV=2.0592, MA250=2.0875, 偏离度=-1.35%, 原始因子=1.03；计划抄底 513.55 元，实际买入 142.92 元，资金池剩余 0.00 元"
2021-03-09,2.0086,1769.3440,3553.90,0.00,3553.90,3500.00,53.90,0.0154,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-03-10,2.0071,1769.3440,3551.25,0.00,3551.25,3500.00,51.25,0.0146,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-03-11,2.0504,1769.3440,3627.86,0.00,3627.86,3500.00,127.86,0.0365,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
